Investor Name
Potential clone entity – Asia Trade FX
Potential clone entity – Asia Bio Capital
Potential clone entity – Assets Global Network
ASJ Forex Global
Potential clone entity – Al-Hirah Sdn Bhd
AlexisFX
Awesome Trader
Potential clone entity – Alameriah Investment Corporation Sdn. Bhd. / Alameriah Islamic Investment Sdn. Bhd.
Al-Hamd Islamic Financial Group
Alif Syahmi Trade
Potential clone entity – AstroFX
Potential clone entity – AVA Financial Trade / AVA Financial Syariah
Potential clone entity – Al-Faisal Holding / Al Faisal International Sdn. Bhd.
ASEAN Invest Telegram Group
Potential clone entity – Al Rajhi Investment
Al-Fazza Ventures
Potential clone entity – Al Jabr Finance / Al Jabr Venture
Potential clone entity – Al-Arafah Trading
Arbah Sdn. Bhd.
ACY Securities
Potential clone entity – Al Ramz General Trading / Syarikat Al Ramz Investment
Potential clone entity – Al Saudi Trading Sdn. Bhd.
Az Zahrah Trading Limited / Az Zahrah Trading Sdn. Bhd.
Auto Trading Asia
Asia Digital Capital Trading
Potential clone entity – Aseel Islamic Finance
Potential clone entity – AlHuda Asset Management
Potential clone entity – Arbah Capital / Syarikat Arbah Capital Trading
Potential clone entity – Alkhair Capital Invest / Alkhair Capital (M) Sdn Bhd
Alyah Trading Investment / Alyah General Trading
Potential clone entity – Amanahraya Investment Management
Asset Iron
Potential clone entity – Al Mal Investment - Asia
Potential clone entity – Amana Capital
Al Kahtifahtrust Investment Pte Ltd
AximTrade
Axia Capital Malaysia
Assets Harvest
Al-Fazal / Al-Fazal Finance
Potential clone entity – Al Ghurair
Potential clone entity – Acon Investment Sdn Bhd
Potential clone entity – Aviva Takaful Investment
AAFX Trading Company Limited / AA Business Solutions Sdn Bhd
Ang Kian Heng (AK Heng) (NRIC No. 620112-10-6713)
AusForex
Potential clone entity – Aafaq Islamic Finance Sdn. Bhd. / Syarikat Aafaq Trading
Antares Trade Union
Al-Seerah Trading Limited
Potential clone entity – AJIB Investment Sdn Bhd
Avatrade
Potential clone entity – AmanahRaya Investment Sdn Bhd
Potential clone entity – Affin Hwang Capital
Potential clone entity – Al-Rajhi Capital Company
Ar-Rahman General Trading Sdn Bhd / Syarikat Ar-Rahman Investment
Advantage Trader / My Advance Trader
Potential clone entity – Apex Invests / Apex Investment
Al Maju General Trading Co / Syarikat Al-Maju Trading
AMC Management & Services
Admiral Markets / Admiral Markets Malaysia
Asia Trading
Potential clone entity – Albilad Credit (M) Sdn Bhd
Potential clone entity – ASM Investment Service
Potential clone entity – Alibaba International Invest
Asset Equity Management
Potential clone entity – Al-Rajhi Global
Argaam Investment Sdn Bhd / Argaam Trading Investment
Al-Esbah General Trading Co
Azzad Islamic Investment
Alpari International / Alpari Trading Malaysia
AOI Finance Group
Amal Trust / Wakala Ventures (002848059-U)
Arotrade
Agro Capital Management Berhad (1096795-U) / Agro Equities Berhad (870583-P) / Agro Capital Management Corp (E0543862013-7)
Akademi Saham Malaysia
AlgoMerchant Pte Ltd
Ahmad Amiruddin Mohamed
A.A.M Global Corporation Sdn Bhd (786134-V) / AAM Academy
AGC Group / AGC Fund Management
Asian Equity / Asia Equity Ventures
Asean Paradize Incorporated
Asean Union Incorporated
Asean Union (Labuan) Foundation
Alvin Low Wei Yan (individual) (NRIC number: 710516-10-5513)
APG Reit / Asia Property Group (APG) / CH APG (M) Sdn Bhd.
Aipost Limited / Aipost
AAIC Buillion Refineries Group Ltd / ABRG / ABRG Services Sdn Bhd
Ahmad Nazmi bin Mohamed (individual) (NRIC number: 850521-03-5243)
Ahmad Fauzi bin Ambran (individual) (NRIC number: 770709-08-5605)
Asian AIM Incubator Co. Ltd
API Mutual LLC
ABFund
Asia Wallet / ASWtrader / Splitindex Inc
ABB Fund
Al-Arabic Fund
AM Global Management
Asset Brokerage Network
Artemis Wealth Management
Potential clone entity – BitxEX / Bitxchanges
Bacxn
Bitcoin Crypto Currency
Potential clone entity – BursaMalaysia / bursa.fgovidwbb.bond
Bitcoin Global
Bitcoin2u
Potential clone entity – Baraqah Funds
BTPM Investment Platform
Bitcoin Investment
BursaVision Capital
Binomo
Potential clone entity – Bursa Mmalaysia
Broker Patuh Syariah
Potential clone entity – Bursa Malaaysia
Bursa Saham KL Trader
Potential clone entity – BLACKLINE TRADING
Potential clone entity – Bursa Malaysia Biz
Bitget
Berkat Nasional Berhad
Bursa Berkah
BTC Investmen Malaysia
Butter Trade
Bit Vortex
Potential clone entity – BelleoFX
Potential clone entity – BelleoFX Saham Trader
BAM Pro / Baly Pro
Potential clone entity – Bursa Malaysia Group
Potential clone entity – Bintang Capital
Berkah Sejati
Potential clone entity – Batu Kawan Bhd
Bitcoin Investment Syariah
Bussines Astro
Potential clone entity – Bombay Burmah Group 505
Potential clone entity – BRB Saham
Potential clone entity – Bill Morrisons Sdn Bhd
Potential clone entity – Bursa Malaysia Group
Potential clone entity – Barings Investment Club / Barings
Potential clone entity – Bitcoin MYR / Binance PRO MYR
Potential clone entity – BCORPTRADE
Potential clone entity – Bersatu Indah Sdn. Bhd.
Potential clone entity – BMYG Financial Group Sdn Bhd
Potential clone entity – BNP Paribas Asset Management – Pelaburan Saham Patuh Syariah
BursaIslamic
Blauth Louis
Potential clone entity – Blueprint Planning Invest
Potential clone entity – Blueprint Planning Inves
Blue Water Group
Bitcoin Malaysia
Bold Prime
Billionaire Mindset Enterprise (202103101308) / Khor Chee Yong (NRIC No. 870922-08-5901)
Bitcoin Up
BE Profit
Big Business Trading Online
Bitcoin Trading Malaysia
Binary Commerce / Master Binary Trading Signals
BTC Coinhatch
Bitcoin Foundation
Potential clone entity – Bacera Co Pty Ltd
BTC Investment Asia / FX Trading
Potential clone entity – Blue Crest Equity
Potential clone entity – Bursa Saham Malaysia / Bangkit Pelaburan Saham
Binary Financial / Binary Financial Trade
Binary Trade Pro / Binary Trade Malaysia
Potential clone entity – Best Exchange
BTC Pelaburan Malaysia
BMironics Asset Management
Potential clone entity – BHM Capital Trading
BTC USD Investment
BTC Financial Trading Investment
BTCLoan Finance
BMiner Capital Management
Bigboys Academy Sdn Bhd (1419877-P)
Potential clone entity – Binary Elegance Sdn Bhd
Potential clone entity – Binotech Jaya Sdn Bhd
Bitxtrade Online Sdn Bhd. (“Bitxtrade”)
Bursa Malaysia Free Trading
Billion Capital Trading
Berkat Serata Investment / Syarikat Berkat Serata
BeGold Trading Sdn Bhd
Potential clone entity – Bittrex Global Trading Sdn Bhd
Binance Market Network
B4U
BitForex
BlackBull Markets Sdn Bhd / BlackBull Markets Malaysia
BinaryBook
Binaryonline.com
Bridge Capital Advisors / BCI International PLC
Build Rich
Boss Venture / Cash Deal Sdn Bhd
International Boustead Bond
Bestino Group Bhd
"Beneficence International (Group) Company Ltd / Beneficence Agency. Products: CSI Garant Funds, CSI, and Credit Suisse Investment"
Boston Asset Management Pte. Ltd.
Brentwood Trust Company
Buy-e-barrel
Bidvask Investment Ltd
BHG e-investment
Potential clone entity - CMC Trading
ChicksX
Crypto Global FX
Potential clone entity – CLSA Securities
Coiniest Digital
Cikgu Tengku Official Traders
Cikgu Trader Comunity
Crypotintl
Potential clone entity – CDTCITI
Potential clone entity – Cap Max
Potential clone entity - CICC Investment Club / CW(M)-PRO
Potential clone entity – Capspring Temasik
Crypto Currency
CoinW
Campassion Capital Managers
Capital Insights Network
Potential clone entity – Creador (WhatsApp)
Potential clone entity – Multiply / Creador Foundation
Cikgu Syahmi Academy
Convenant Wealth
Corsa Futures
Caz Capital Trading
Capitalix
CK. Group
Cemerlang Saham Pertama
Crypto Trade Bitcoin
Crypto Exchange Malaysia
Cikgu Investment Coin
Cikgu Trader Comunity
CCF Trade
Cikgu Kripto / Six Digit Club
COMONCAP
CWG Markets
Cronoscap Markets
Potential clone entity – Capital Success Leader / Malaysia Trusted Investment
Cikgu Comunity
Carter Terrie
Capital Premium Investment
CS Smart Investment Syariah
Potential clone entity – CC Advisory S/B 124
Capital Bear
Potential clone entity – CIMB Islamic FX
Crypto Trading / Crypto Trading Syariah
Crypto Investment Malaysia
Potential clone entity – CIMB Bank Currency
CXM Direct
Crypto Investmen MYR Group
Crypto Option
Crypto Currency Trade
Capital Financial
Potential clone entity – Capital Exbot
Crypto Option
Capital Raising Ventures International / Millennial Investments
Potential clone entity – Crypto.com / Cryptoworks Sdn. Bhd.
CDG Global
Potential clone entity – Crypto Malaysia Services Sdn. Bhd.
Potential clone entity – ComethSwap
Cryptocoin.my / Cryptocoin Binary
Crypto Trading
Cloud Technical Analysis (Clement Tan)
Coinvest-Trade / Co.Invest.Trader
Classic 33 Trading
Cahaya Maju Investment
Chen Qiang Qiang
Potential clone entity – Citibank International Investment Plan Worldwide
Potential clone entity – City Index Traders
CBM Holding Sdn Bhd
Crypto.co / Cyrpto.co Sdn Bhd
Capital Blooming
Cappacity Fx Trading
CP Markets (Cooper Markets) / Coopermarkets Malaysia
Potential clone entity – Capital Trading (002985098-D)
Chelco Finance Inc / Chelco Resources
Cyber Futures / Cyber Futures International Limited
Capitalvia Global Research Limited
https://www.charterprime.com
Corona Investment Opportunity Limited (“Corona”)
Chong Kok Hee (Mack) (NRIC No. 840215-14-5445)
Chour Au
CFAF Islamic
CopyCash Foundation and CopyCashCoin
CPOTrading.com / CPO Resources / Crude Palm Trading Sdn Bhd
Capstone Alliance Group
City Link Security previously known as Asia Global Finance & Security Malaysia
CCLF (Malaysia) Sdn Bhd (810679-H)
Changrongkonggu
CSI Venture Capital (M) Berhad
Conduit Capital Ltd
CCLF (M) Sdn Bhd / Conduit Capital Ltd
Cfdventures
Colonyinvest
Capital Enhancement Club / CEC
CB.IRAQ
Capital Glory Holdings Ltd
Cambridge Capital Trading
DGQEX
Potential clone entity – Dell Max Group
Digzax
Digzax
Dira Trader
Deus Technology
Potential clone entity – Digital Wahed Halal Invest
Dale Friedman
Dupris Thomas
Dana Wawasan Trading
Daio Capital
Potential clone entity – Digital Wahed Halal Invest
Potential clone entity – DDNK Menang Saham
DogeTrade My
Potential clone entity – DMG Malaysia / Data Management Group
Delux Investment Sdn Bhd
Potential clone entity – Dana Eastspring Investment Berhad
Dollars Markets
Don Trader / DT Academy Sdn Bhd (1293555-H)
DS Investment
Potential clone entity – DooPrime Malaysia
DDKoin (“DDK”)
Digital Asset Organization
DSV Cryptoclub
Dagang Algomecs Sdn Bhd (“Algomecs”)
Dusten Johnson
DM Rise Enterprise
Dana Haji Jasman bin Mat Salleh / Dana Warisan Islam / Wang Amanah Warisan Islam
Dataran Teroka 2015 Bhd
Debenture Petal Trust
Dana Modal
Dana Futures
Duit Wayang
Dragon Gold Sdn Bhd / Dr Iain Gray
Data Saham
EO Broker
ELTFV
Eightcap
Evogates
EFA Pro
Emar Markets
Exclusive Markets
Potential clone entity – Efinity Capital / ECMT Pro
Potential clone entity – Eq8 Capital 210 (WhatsApp)
EADSMY
BDSwiss
Potential clone entity – ECL Advisory Sdn Bhd
Potential clone entity – EFG International
ExGCOO
Expert Option
Exiga Software Solutions
Potential clone entity – Etoro Capital Investment Consulting
Early Billionaire Warriors
Expert Option
Potential clone entity – Equity Funding Corporation
Easy Trading Financial
Eisenstein Union
Potential clone entity – Everlast Capital Resources
Potential clone entity – Elzar Trading Group
Potential clone entity – Etoro Financial
ETH Trades
Extreme Golden
Equinox Markets
Ex Trader Malaysia
Easy Forex
Potential clone entity – Eastspring.malaysia
Potential clone of Ethis Ventures (Golden Trading Group)
Potential clone entity – easy Markets
easy Markets
Potential clone entity - Exness Trading
Era Capital
Eagle Eyes Traders
Eiseng Equity (L) Ltd / Eisenguard Equity Venture
Potential clone entity – E.V.A. Investment Malaysia
Elite Wooden Trading Sdn Bhd
Potential clone entity - E-Trade
Equity Global Business
Engineer Saham / Ergonamos Marketing (JM0866656-H)
Potential clone entity - Ettijah Investment
Emas Bersatu (M) Sdn Bhd
ETFinance
Euro Trade
Potential clone entity - ETX Capital Global
Epic Research Malaysia
Exp Asset
Efzinitus Capital Pte Ltd
Ethtrade Limited / Ethtrade Global Limited
Euro Asian Securities
East Cape Mining Corporation Limited
Extensa Financial Services
Eon Exchange
Euro FinBank
Exelasia Capital Sdn Bhd
Eduit2u.com
E-Suisse Fund
E-Barrel
Eubond.com
eUK Gold
Eaindex
Equity World Advisory Sdn Bhd
Eadvisory Limited (London)
IPC Shopping and Empay
Euro America Index
Empay
F1XTM
Potential clone entity – Fin Freedom
FY-VIEW
Finance Legend
Potential clone entity – FSMOne Malaysia
Feedback Clien Sahabat Invest
FX Pro Wealth Management
Potential clone entity – Fidelity (FiD Por)
Folgory Exchange
Potential clone entity – Finex Trade Station
Fin Trade World
FMG Group Empire Sdn Bhd (1494719-V)
FXGT
FLP Academy Saham Syariah
Potential clone entity – Finwealth 028 / YJ Invest
Potential clone entity – FP Markets Asia Investm
FXCM
Potential clone entity – Future Strategy
Potential clone entity – Warburg Pincus Club / FDI Hub
Potential clone entity – Firmus Financial (WhatsApp)
Factory Forex Trade
Potential clone entity – Freedom FX / Navis Investment 185
Fatillan / Pelaburan Patuh Syariah
FXTM Vladimir Potanin
Finance Circle Invest
Potential clone entity – Fira Indicator
Fusion Markets
Potential clone entity – FA Advisory 134 / FA Advisory 393
Potential clone entity – FM Global Invest 165
Potential clone entity – Fundaztic (WhatsApp)
Fintoch
FX ForexMart
FEP Company
Funda Markets
Free Royal Investment / Free Capital
FinoFy
Potential clone entity – FT Pro Enterprise
Fast Trader
102 Trader Mida Robot / Forbes Capital Trading / Golden Trading
FX Gold Trade MY
Forbes Global Trading / Trade Investment
FCPO Sniper
Potential clone entity – FX CE Malaysia
Potential clone entity – FTX Investments Malaysia
Five Hours Investment
Potential clone entity – FSM One Trade
Financial Binary
Potential clone entity – Felda Invest
Forex Optimum
Four Options Trade
Fikra Islamic Sdn Bhd
Fiqh Global Investment Co.
FININV / Finad Advisory
Fizzy Had (Hafiza Binti Had)
Potential clone entity – Financial Planners Integrated
FMA Management / Financial Minds Asset Management Sdn Bhd
FxPro
Felix Consulting
FBS Malaysia / FX Trade Pro
Fullerton Markets International Limited
Potential clone entity – MyFP Markets
FXTM
FXCM
FBS Trading Berhad / FBS Global Traders Sdn Bhd
Forex Islamic Account
Financial Corporation Limited (“Fincorp”)
"Potential clone entity – FirstradeR.net, firsttrademalaysia.com and firstrademsia.com"
Federal Capital Crypto Asia
Forsage TRX
FXprimus
FintechFX
Fis Fidelity Solution (002956017-K)
Forex Malaysia
Francis Tan @ Tan Poh Choon (NRIC: 470321105441) (Old IC: 2147073)
FM Trader (FM Marketing Ltd / FM-fx)
Financial.org
First East Export Bank Offshore Labuan
Futurebarrel.com
Fenton Power International
Fakhrul Razi bin Ahmad Husni (individual) (NRIC number: 910727-08-6013)
Fakhrul Mukmin bin Ahmad Husni (individual) (NRIC number: 840922-08-5891)
Fakhrul Arif bin Ahmad Husni (individual) (NRIC number: 880526-08-6063)
FX Capital Consultant Sdn Bhd
Future Portfolio Resources
FCPO Investment Group
Fical
FX Consultant
Potential clone entity - General Enterprise Management Services (GEMS)
Gexertmax
Gold Machine International
Potential clone entity - Golden Palm Academy
Golden Capital FX Trading
Global Bitcoin Invest
Golden Traders Global Academy
Potential clone entity – GRI Group Trading
Global Asia FX
Potential clone entity – Gemilang & Maju Capital Management
Potential clone entity – Go Markets
Global Investment Syariah
Potential clone entity – Goldnet International
Grow More Investment
Gold Beast
Global Trading Academy
Global Pro Bitcoin Malaysia
Grand Capital
Potential clone entity – Grand Capital Investment
General Trading Malaysia
Gold Beast
Global Stock Trading
Potential clone entity – Gold Timber Holdings / GTH Platform
Global Stock Trading
Potential clone entity – GPT Coin
Golden Trader Legacy
Group Support Income
Groman Una
Potential clone entity – Genexus Advisory (155)
Global Finance
Grimes James / Pelaburan Saham Patuh Syariah
Global Asia Securities
Global Investment Network
Globisor
Global Market Syariah / Global Markets Asia
Global Crypto Investment
Global Binary Trade
Potential clone entity – Green Assets Global
Global Binance Pro
Gold Master Trade
Global Trader Pro
Potential clone entity – Golden Capital Trading
Global Trading Forex / Global Trading Asia
Potential clone entity – Global XM Malaysia
Global You Trader
Golden Berjaya
One Global Pro Investment / Global Pro Investment
Global Pro Finance / Global Pro Trader
Global Binance / PGB Investment / Global Binance Syariah
Global You Trade
Global Bit Group Financial
Global Investment Bank (GIB) & Capital Trust
Golden Trading
Global Kraken
Golden Age Asset Management Ltd
GeneX
Potential clone entity of Global Investments Limited
GMI Edge (“GMI”) / GMI Edge Malaysia
GCM Asia
Gold Hijab Investment Group
GMCI Infinity Sdn Bhd (1146449-V)
GainAngel International Sdn Bhd (975150-T)
GreenFields Capital
Gulf Capital Malaysia
Global World Acquisition (Global World Mergers and Acquisitions)
Goldenway Securities Co. Ltd
Global Investment Network System (GINS)
Global Assets
Good Credit Asset Management
Goodwin Capital management Ltd
Goldmill Wagner Associates Limited
Habib Fund
Potential clone entity – Halogen Capital
Potential clone entity - Habrok Capital
Hetika Perintis
HTFX
Potential clone entity – Hap Seng Consolidate Berhad (HSCB) (Telegram group)
Potential clone entity - Hevea Capital Ventures
Potential clone entity – HSBC
HFM / HF Markets
Potential clone entity – HFM / HF Markets / HFM Investment Global Trading
HOH Global Resources
HKM Traders
Potential clone entity – Hilltop Investment
Potential clone entity – Hong Leong Corp Telegram Group
Potential clone entity – HSBC Bank Investment 24 / HSBC Bank Official / Pelaburan Syarikat HSBC Malaysia / Berjaya HSBC Investment Malaysia
Hidayah Al-Tharwa
Hikmah Al-Istithmar / Insyirah Al-Istithmar
Potential clone entity – Halal Capital
Potential clone entity – Harveston Investment
Hap2py
Hairul Capital
Herzen
Holdings Trading
Holdings Profit
Potential clone entity – Hasbrique Capitale
Halley Dragon BTC Mining-Malaysia
Potential clone entity – Hot Forex Trade
Potential clone entity – HSB Trader
Hibah Jaya Investment
Hextra Prime
HYCM
HXFX Global
Potential clone entity – HM Wealth Management
Potential clone entity – Hajdari Group Invest Halal / Hajdari Group
H-Trade (Global) Islamic / H-Trade Inc
HYM Alliance Sdn Bhd (“HYM Alliance”)
Hawthorn Financial Solutions Limited
Hollinger Newcastle Limited
Potential clone entity – ISC Capital / ISC Malaysia
Infiwealth
I-Genesis Company
Potential clone entity – Invest Smart
Islamic Financial Trading
Potential clone entity - i3-Investment.vip
Potential clone entity – ITMAX Investment
IronFX
IAMS FLC
Potential clone entity – Impiana Prima
INF-9
Insta Bitcoin
IUX
Potential clone entity – IHC Pea
Investizo
Investment Bitcoin Malaysia
Potential clone entity – Interpacific Online
Potential clone entity - iFASTI Plus
InstaForex
InstaTrade
Potential clone entity – iFASTT pro
Immediate Luminary / FX Novus
Potential clone entity – Invest Inside / Trade Plus
Potential clone entity – IGT Portal Investment Malaysia / Teck Guan Group
Islamic Inc
Potential clone entity - Islamic Group Inc
Investor Saham (Bom Frofit)
Potential clone entity – iFast work / iFast TradingViews
Potential clone entity – IGT Portal Investment Malaysia / Teck Guan Group
Potential clone entity – IFAST Capital
Intrade Funds
Potential clone entity – I Investment 254
Investment Bitcoin Malaysia
IST Trading / Islamic Saham Trade
Infinity Trustee Berhad (now known as Perintis Amanah Berhad) [1177751-V]
International Global Traders
Investor Asia / Gold Cartel
Potential clone entity – Invest Selangor
Islamic Trading Group
Potential clone entity – IQ Advanced Solution
Potential clone entity – Ihsan Trading
Potential clone entity – ISK Planner 134 / ISK Planner 175 / ISK Planner 143 / ISK Planner 141
Potential clone entity – Infinity Prosper Sdn Bhd
Potential clone entity – InsureDIY
Potential clone entity – Iskandar Investment / Investment Iskandar Malaysia
IDX Trader
Potential clone entity – iWahed
Ixtik
Potential clone entity – Islamic Capital
Potential clone entity – Invest Bursa Malaysia
IBKRS / Morgan Business School Malaysia 101 / DC Trading
Inorbit Investment Management
Potential clone entity – I-Max Financial
Invesa Capital
Potential clone entity – iFast Capital 212
Potential clone entity – Interactive Brokers 9997717
Ipot Malay
Investment Without Capital
Invest Mariox Malaysia / Mariox Trader Malaysia
Investment Global Trader Malaysia
Potential clone entity – Invest Johor Malaysia Telegram Group
Potential clone entity – Interactive Broker Invest
Intraday.NFT
Potential clone entity – Infinox Trading Power
Intraderkor Pro
Insta Trade Syariah
Potential clone entity – Itqan Capital Sdn. Bhd.
Potential clone entity – Investure Sdn. Bhd.
Invest Tipster
Potential clone entity – IQ Option
Potential clone entity – InvestSmart SC (Bijak Melabur) Telegram Group
Potential clone entity – Interpac.site
Potential clone entity – InvestKL Corporation Malaysia / Invest KL Malaysia
Potential clone entity – IntegraFin
INV Trade
Intraderkor
InstaCrypto.pro
Potential clone entity – Infinity International Malaysia
Investors Wizard
Investby
Impiana Capital Financing & Solutions (ICFS Group)
Potential clone entity – Ikhlas Berseri Sdn. Bhd.
Potential clone entity – Incentive Remit Sdn Bhd (“Incentive Remit”)
Islamic Oil Investment
Potential clone entity – Investrade Discount Securities
Potential clone entity – IC Market Asia
I-Makmur Ventures
Insaaph Company Sdn Bhd
Infinox
Potential clone entity of Investopedia
ICM Malaysia / ICM Capital
Islah Trading Capital
Potential clone entity – Interactive Asset Management Malaysia (Interactive Malaysia)
Iqbal Capital Trading / Iqbal Trading
Ikhlas Exclusive
ICGXE
IGO FX
IG Fund Malaysia
Itradex
IPC International Group Sdn Bhd
Imal Global Sdn Bhd
IPC Shopping Services (M) Sdn Bhd
Infinity Exchange Board
IDFK Commercial management
IDFK International Management Inc
Potential clone entity – J&R INT
Potential Clone Entity - JE Capital
JPFO Max
JAZ Million Resources
Potential clone entity - Just Market Malaysia
Potential clone entity – JP Morgan Securities
Jom Financial Helper / Sahabat Malaya Invest
JustMarkets
JP World Trading
JB Indicator
Johor Investment Berhad / JIB-MAL
Jaya Asia
J Trust Investments
Jazeera Isalami
Potential clone entity – Jaya Flash Express Trade
JF Lenong Investment
JD Group
Jeremy Looi Chee Keong (NRIC: 780819-07-5431)
Jaya Capital Trading / Jaya Capital Malaysia / Jaya Capital Investment Sdn Bhd
Just2Trade
Jarama Universal Sdn Bhd
Jalatama Management Sdn Bhd (929594-W)
Jai Network Sdn. Bhd.
Potential clone entity - KSK Group Berhad 435
Potential clone entity – Kenanga Islamic Investors
Potential clone entity – Kewangan Maju / UBS S.M.S.B 583
Potential clone entity - Kenanga 424 | Kenanga 0709 | Kenanga 463
KAKAUE
Potential clone entity – KLAY Trade
Potential clone entity – KayHian Credit
Kingdom Trade Company / KTC Terending
Potential clone entity – Kenanga Saham Malaysia / Kenanga Investors Berhad
Potential clone entity – Kucoin
KLSE Stock Tips (VIP)
KapitaleJaya
Potential clone entity – KAF Islamic Equities
KLSEweSHAREFerraRI
Kim’s Stockwatch / Ahmad Hakimi Bin Tajul Arus
Potential clone entity – Kuwait Capital Corporation (Kuwait Capital)
Kurmi Ghanshyam
KCP Enterprise 201903259792 (003019913-U) (“KCP”)
Katana Securities
KTC Capital Management
Kuala Lumpur Mercantile Exchange
"Kassim & Co Advocates (Mont’ Kiara, Kuala Lumpur)"
Kelab Kebajikan Dan Sosial Tun Teja Malaysia (KKDSTTM) / YDS Corporate Line Sdn Bhd / YDS Holdings Groups Bhd
Livetrade
Potential clone entity – Lombard Odier
Potential clone entity – L Capital / L&C TRD
Lumina
Potential clone entity – Louise Holden Capital Management
L-Trader
Leão-Videos
Potential clone entity – LFM Global
Lirunex
Potential clone entity – LFM Global
(AAA) Labur Saham Syariah
Loyal Primus
Potential clone entity – Luno Malaysia01 (Telegram Group)
Potential clone entity – Legacy Advisory
Lion Brokers
LCM4U
Lati Famanah
LSD Gold Forex
LMJ Master Trade
Potential clone entity – Lite Forex
Labur Saham Syariah
Potential clone entity – Lite Trading
Potential clone entity – Luxury Premier Sdn Bhd
LiteFinance
Potential clone entity – Luno Trader / Luno Gold Trader
Potential clone entity – Level Gride Speculation Management
LSD Capital Resources
Potential clone entity – L.G. Investments Sdn Bhd
Potential clone entity – Labur Saham Syariah
Lifestyle Trading Masterclass / LTM Tech Sdn Bhd (1366874-M)
Logeswaran A/L Balasubramaniam (NRIC: 910927105557)
Lindale Ventures (003041846-U)
Lux Investment Pty Ltd / Luxembourg Offshore Banking
Leong Kok Tee
LUX Galaxies
LKV International Sdn Bhd
Lee Byers Ltd
Locke Guaranty Trust (NZ) Ltd
Locke Capital Investment (BVI) Ltd
Lexworth Prestige
Meta Fund
Menang Saham Trade
Potential clone entity – MX Global
Meta Pro Markets
MyInvestUnity
Potential clone entity – Moomoo-mark.ltd
MYcdtl
Mstrom
Markets4you
Miyo Trade International
Potential clone entity – M Advisory
Markets Vox
Monaxa Broker
Moneta Markets
Mentorship by Tuan Muda
Money Hunter
Potential clone entity – MY Kesatuan / MTDC
Potential clone entity – Mussafa Investment
